"","Count","FIPS Code","state","Year","Month","Population","LaborForce","LaborForce_prct","Employed","Employed_prct","Unemployed","Unemployed_prct","ElectionYear","st_cd_fips","party","winner_party","president_party","Uncontested","CandidateName","Status","pv2p","party_wins","party_support","MidtermYear","term","prev","Unc_prev","approval_cent","same_party"
"5174",27204,17,"Illinois",2018,10,10016386,6465769,64.6,6189695,61.8,276074,4.3,1,"1717","D","D","R",0,"Bustos, Cheri","Incumbent",62.09,1,47.3888888888889,1,4,60.31,0,2.78888888888888,0
"5175",27204,17,"Illinois",2018,10,10016386,6465769,64.6,6189695,61.8,276074,4.3,1,"1718","D","R","R",0,"Rodriguez, Junius","Challenger",32.77,0,47.3888888888889,1,0,27.87,0,2.78888888888888,0
"5176",27205,18,"Indiana",2018,10,5221216,3395964,65,3275878,62.7,120086,3.5,1,"1801","R","D","R",0,"Leyva, Mark J.","Challenger",34.91,0,40.3370786516854,1,0,37.07,0,-4.26292134831461,1
"5177",27205,18,"Indiana",2018,10,5221216,3395964,65,3275878,62.7,120086,3.5,1,"1802","R","R","R",0,"Walorski, Jackie","Incumbent",54.84,1,40.3370786516854,1,5,61.61,0,-4.26292134831461,1
"5178",27205,18,"Indiana",2018,10,5221216,3395964,65,3275878,62.7,120086,3.5,1,"1803","R","R","R",0,"Banks, James","Incumbent",64.73,1,40.3370786516854,1,2,75.31,0,-4.26292134831461,1
"5179",27205,18,"Indiana",2018,10,5221216,3395964,65,3275878,62.7,120086,3.5,1,"1804","R","R","R",0,"Baird, James","Challenger",64.06,1,40.3370786516854,1,0,67.94,0,-4.26292134831461,1
"5180",27205,18,"Indiana",2018,10,5221216,3395964,65,3275878,62.7,120086,3.5,1,"1805","R","R","R",0,"Brooks, Susan","Incumbent",56.76,1,40.3370786516854,1,4,64.19,0,-4.26292134831461,1
"5181",27205,18,"Indiana",2018,10,5221216,3395964,65,3275878,62.7,120086,3.5,1,"1806","R","R","R",0,"Pence, Gregory","Challenger",66.01,1,40.3370786516854,1,0,72.14,0,-4.26292134831461,1
"5182",27205,18,"Indiana",2018,10,5221216,3395964,65,3275878,62.7,120086,3.5,1,"1807","R","D","R",0,"Harmon, Wayne E.","Challenger",35.14,0,40.3370786516854,1,0,37.31,0,-4.26292134831461,1
"5183",27205,18,"Indiana",2018,10,5221216,3395964,65,3275878,62.7,120086,3.5,1,"1808","R","R","R",0,"Bucshon, Larry D.","Incumbent",64.43,1,40.3370786516854,1,5,66.78,0,-4.26292134831461,1
"5184",27205,18,"Indiana",2018,10,5221216,3395964,65,3275878,62.7,120086,3.5,1,"1809","R","R","R",0,"Hollingsworth, Trey","Incumbent",56.48,1,40.3370786516854,1,2,57.23,0,-4.26292134831461,1
"5185",27205,18,"Indiana",2018,10,5221216,3395964,65,3275878,62.7,120086,3.5,1,"1801","D","D","R",0,"Visclosky, Peter J.","Incumbent",65.09,1,47.3888888888889,1,7,100,1,2.78888888888888,0
"5186",27205,18,"Indiana",2018,10,5221216,3395964,65,3275878,62.7,120086,3.5,1,"1802","D","R","R",0,"Hall, Mel","Challenger",45.16,0,47.3888888888889,1,0,38.39,0,2.78888888888888,0
"5187",27205,18,"Indiana",2018,10,5221216,3395964,65,3275878,62.7,120086,3.5,1,"1803","D","R","R",0,"Tritch, Courtney","Challenger",35.27,0,47.3888888888889,1,0,24.69,0,2.78888888888888,0
"5188",27205,18,"Indiana",2018,10,5221216,3395964,65,3275878,62.7,120086,3.5,1,"1804","D","R","R",0,"Beck, Tobi","Challenger",35.94,0,47.3888888888889,1,0,32.06,0,2.78888888888888,0
"5189",27205,18,"Indiana",2018,10,5221216,3395964,65,3275878,62.7,120086,3.5,1,"1805","D","R","R",0,"Thornton, Dierdre","Challenger",43.24,0,47.3888888888889,1,0,35.81,0,2.78888888888888,0
"5190",27205,18,"Indiana",2018,10,5221216,3395964,65,3275878,62.7,120086,3.5,1,"1806","D","R","R",0,"Lake, Jeannine","Challenger",33.99,0,47.3888888888889,1,0,27.86,0,2.78888888888888,0
"5191",27205,18,"Indiana",2018,10,5221216,3395964,65,3275878,62.7,120086,3.5,1,"1807","D","D","R",0,"Carson, Andre D.","Incumbent",64.86,1,47.3888888888889,1,6,62.69,0,2.78888888888888,0
"5192",27205,18,"Indiana",2018,10,5221216,3395964,65,3275878,62.7,120086,3.5,1,"1808","D","R","R",0,"Tanoos, William","Challenger",35.57,0,47.3888888888889,1,0,33.22,0,2.78888888888888,0
"5193",27205,18,"Indiana",2018,10,5221216,3395964,65,3275878,62.7,120086,3.5,1,"1809","D","R","R",0,"Watson, Liz","Challenger",43.52,0,47.3888888888889,1,0,42.77,0,2.78888888888888,0
"5194",27206,19,"Iowa",2018,10,2462178,1701781,69.1,1658789,67.4,42992,2.5,1,"1901","R","D","R",0,"Blum, Rod","Incumbent",47.39,0,40.3370786516854,1,3,53.84,0,-4.26292134831461,1
"5195",27206,19,"Iowa",2018,10,2462178,1701781,69.1,1658789,67.4,42992,2.5,1,"1902","R","D","R",0,"Peters, Christopher","Challenger",43.74,0,40.3370786516854,1,0,46.26,0,-4.26292134831461,1
"5196",27206,19,"Iowa",2018,10,2462178,1701781,69.1,1658789,67.4,42992,2.5,1,"1903","R","D","R",0,"Young, David","Incumbent",48.88,0,40.3370786516854,1,3,57.37,0,-4.26292134831461,1
"5197",27206,19,"Iowa",2018,10,2462178,1701781,69.1,1658789,67.4,42992,2.5,1,"1904","R","R","R",0,"King, Steve","Incumbent",51.71,1,40.3370786516854,1,7,61.32,0,-4.26292134831461,1
"5198",27206,19,"Iowa",2018,10,2462178,1701781,69.1,1658789,67.4,42992,2.5,1,"1901","D","D","R",0,"Finkenauer, Abby","Challenger",52.61,1,47.3888888888889,1,0,46.16,0,2.78888888888888,0
"5199",27206,19,"Iowa",2018,10,2462178,1701781,69.1,1658789,67.4,42992,2.5,1,"1902","D","D","R",0,"Loebsack, David","Incumbent",56.26,1,47.3888888888889,1,7,53.74,0,2.78888888888888,0
"5200",27206,19,"Iowa",2018,10,2462178,1701781,69.1,1658789,67.4,42992,2.5,1,"1903","D","D","R",0,"Axne, Cindy","Challenger",51.12,1,47.3888888888889,1,0,42.63,0,2.78888888888888,0
"5201",27206,19,"Iowa",2018,10,2462178,1701781,69.1,1658789,67.4,42992,2.5,1,"1904","D","R","R",0,"Scholten, James","Challenger",48.29,0,47.3888888888889,1,0,38.68,0,2.78888888888888,0
"5202",27207,20,"Kansas",2018,10,2224625,1479965,66.5,1432197,64.4,47768,3.2,1,"2001","R","R","R",0,"Marshall, Roger","Incumbent",68.15,1,40.3370786516854,1,2,100,1,-4.26292134831461,1
"5203",27207,20,"Kansas",2018,10,2224625,1479965,66.5,1432197,64.4,47768,3.2,1,"2002","R","R","R",0,"Watkins, Steve","Challenger",50.45,1,40.3370786516854,1,0,65.17,0,-4.26292134831461,1
"5204",27207,20,"Kansas",2018,10,2224625,1479965,66.5,1432197,64.4,47768,3.2,1,"2003","R","D","R",0,"Yoder, Kevin","Incumbent",45.04,0,40.3370786516854,1,5,55.82,0,-4.26292134831461,1
"5205",27207,20,"Kansas",2018,10,2224625,1479965,66.5,1432197,64.4,47768,3.2,1,"2004","R","R","R",0,"Estes, Ron","Incumbent",59.44,1,40.3370786516854,1,1,67.2,0,-4.26292134831461,1
"5206",27207,20,"Kansas",2018,10,2224625,1479965,66.5,1432197,64.4,47768,3.2,1,"2001","D","R","R",0,"LaPolice, Alan","Challenger",31.85,0,47.3888888888889,1,0,32.03,0,2.78888888888888,0
"5207",27207,20,"Kansas",2018,10,2224625,1479965,66.5,1432197,64.4,47768,3.2,1,"2002","D","R","R",0,"Davis, Paul","Challenger",49.55,0,47.3888888888889,1,0,34.83,0,2.78888888888888,0
"5208",27207,20,"Kansas",2018,10,2224625,1479965,66.5,1432197,64.4,47768,3.2,1,"2003","D","D","R",0,"Davids, Sharice","Challenger",54.96,1,47.3888888888889,1,0,44.18,0,2.78888888888888,0
"5209",27207,20,"Kansas",2018,10,2224625,1479965,66.5,1432197,64.4,47768,3.2,1,"2004","D","R","R",0,"Thompson, James A.","Challenger",40.56,0,47.3888888888889,1,0,32.8,0,2.78888888888888,0
"5210",27208,21,"Kentucky",2018,10,3487705,2058983,59,1970167,56.5,88816,4.3,1,"2101","R","R","R",0,"Comer, James R.","Incumbent",68.59,1,40.3370786516854,1,2,72.64,0,-4.26292134831461,1
"5211",27208,21,"Kentucky",2018,10,3487705,2058983,59,1970167,56.5,88816,4.3,1,"2102","R","R","R",0,"Guthrie, Brett","Incumbent",68.23,1,40.3370786516854,1,6,100,1,-4.26292134831461,1
"5212",27208,21,"Kentucky",2018,10,3487705,2058983,59,1970167,56.5,88816,4.3,1,"2103","R","D","R",0,"Glisson, Vickie","Challenger",37.07,0,40.3370786516854,1,0,36.5,0,-4.26292134831461,1
"5213",27208,21,"Kentucky",2018,10,3487705,2058983,59,1970167,56.5,88816,4.3,1,"2104","R","R","R",0,"Massie, Thomas","Incumbent",64.28,1,40.3370786516854,1,4,71.32,0,-4.26292134831461,1
"5214",27208,21,"Kentucky",2018,10,3487705,2058983,59,1970167,56.5,88816,4.3,1,"2105","R","R","R",0,"Rogers, Harold","Incumbent",78.95,1,40.3370786516854,1,7,100,1,-4.26292134831461,1
"5215",27208,21,"Kentucky",2018,10,3487705,2058983,59,1970167,56.5,88816,4.3,1,"2106","R","R","R",0,"Barr, Garland","Incumbent",51.63,1,40.3370786516854,1,5,61.09,0,-4.26292134831461,1
"5216",27208,21,"Kentucky",2018,10,3487705,2058983,59,1970167,56.5,88816,4.3,1,"2101","D","R","R",0,"Walker, Paul","Challenger",31.41,0,47.3888888888889,1,0,27.36,0,2.78888888888888,0
"5217",27208,21,"Kentucky",2018,10,3487705,2058983,59,1970167,56.5,88816,4.3,1,"2102","D","R","R",0,"Linderman, Hank","Challenger",31.77,0,47.3888888888889,1,0,30.81,0,2.78888888888888,0
"5218",27208,21,"Kentucky",2018,10,3487705,2058983,59,1970167,56.5,88816,4.3,1,"2103","D","D","R",0,"Yarmuth, John","Incumbent",62.93,1,47.3888888888889,1,7,63.5,0,2.78888888888888,0
"5219",27208,21,"Kentucky",2018,10,3487705,2058983,59,1970167,56.5,88816,4.3,1,"2104","D","R","R",0,"Hall, Seth","Challenger",35.72,0,47.3888888888889,1,0,28.68,0,2.78888888888888,0
"5220",27208,21,"Kentucky",2018,10,3487705,2058983,59,1970167,56.5,88816,4.3,1,"2105","D","R","R",0,"Stepp, Kenneth","Challenger",21.05,0,47.3888888888889,1,0,21.75,0,2.78888888888888,0
"5221",27208,21,"Kentucky",2018,10,3487705,2058983,59,1970167,56.5,88816,4.3,1,"2106","D","R","R",0,"McGrath, Amy","Challenger",48.37,0,47.3888888888889,1,0,38.91,0,2.78888888888888,0
"5222",27209,22,"Louisiana",2018,10,3580714,2100385,58.7,1998691,55.8,101694,4.8,1,"2201","R","R","R",0,"Scalise, Steve","Incumbent",81.31,1,40.3370786516854,1,6,85.34,0,-4.26292134831461,1
"5223",27209,22,"Louisiana",2018,10,3580714,2100385,58.7,1998691,55.8,101694,4.8,1,"2203","R","R","R",0,"Higgins, Clay","Incumbent",75.79,1,40.3370786516854,1,2,100,1,-4.26292134831461,1
"5224",27209,22,"Louisiana",2018,10,3580714,2100385,58.7,1998691,55.8,101694,4.8,1,"2204","R","R","R",0,"Johnson, Mike","Incumbent",65.64,1,40.3370786516854,1,3,46.69,0,-4.26292134831461,1
"5225",27209,22,"Louisiana",2018,10,3580714,2100385,58.7,1998691,55.8,101694,4.8,1,"2205","R","R","R",0,"Abraham, Ralph Lee","Incumbent",68.95,1,40.3370786516854,1,4,100,1,-4.26292134831461,1
"5226",27209,22,"Louisiana",2018,10,3580714,2100385,58.7,1998691,55.8,101694,4.8,1,"2206","R","R","R",0,"Graves, Garret","Incumbent",77.2,1,40.3370786516854,1,3,80.78,0,-4.26292134831461,1
"5227",27209,22,"Louisiana",2018,10,3580714,2100385,58.7,1998691,55.8,101694,4.8,1,"2201","D","R","R",0,"Savoie, Tammy","Challenger",18.69,0,47.3888888888889,1,0,14.66,0,2.78888888888888,0
"5228",27209,22,"Louisiana",2018,10,3580714,2100385,58.7,1998691,55.8,101694,4.8,1,"2202","D","D","R",1,"Richmond, Cedric","Incumbent",100,1,47.3888888888889,1,5,100,1,2.78888888888888,0
"5229",27209,22,"Louisiana",2018,10,3580714,2100385,58.7,1998691,55.8,101694,4.8,1,"2203","D","R","R",0,"Methvin, Mildred","Challenger",24.21,0,47.3888888888889,1,0,23.67,0,2.78888888888888,0
"5230",27209,22,"Louisiana",2018,10,3580714,2100385,58.7,1998691,55.8,101694,4.8,1,"2204","D","R","R",0,"Trundle, Ryan","Challenger",34.36,0,47.3888888888889,1,0,53.31,0,2.78888888888888,0
"5231",27209,22,"Louisiana",2018,10,3580714,2100385,58.7,1998691,55.8,101694,4.8,1,"2205","D","R","R",0,"Fleenor, Jessee Carlton","Challenger",31.05,0,47.3888888888889,1,0,35.78,0,2.78888888888888,0
"5232",27209,22,"Louisiana",2018,10,3580714,2100385,58.7,1998691,55.8,101694,4.8,1,"2206","D","R","R",0,"Dewitt, Justin","Challenger",22.8,0,47.3888888888889,1,0,19.22,0,2.78888888888888,0
"5233",27210,23,"Maine",2018,10,1106102,694573,62.8,671666,60.7,22907,3.3,1,"2301","R","D","R",0,"Holbrook, Mark I.","Challenger",35.59,0,40.3370786516854,1,0,41.97,0,-4.26292134831461,1
"5234",27210,23,"Maine",2018,10,1106102,694573,62.8,671666,60.7,22907,3.3,1,"2302","R","R","R",0,"Poliquin, Bruce L.","Incumbent",50.41,1,40.3370786516854,1,4,54.8,0,-4.26292134831461,1
"5235",27210,23,"Maine",2018,10,1106102,694573,62.8,671666,60.7,22907,3.3,1,"2302","R","D","R",0,"Poliquin, Bruce L.","Incumbent",49.38,0,40.3370786516854,1,4,50.41,0,-4.26292134831461,1
"5236",27210,23,"Maine",2018,10,1106102,694573,62.8,671666,60.7,22907,3.3,1,"2301","D","D","R",0,"Pingree, Chellie","Incumbent",64.41,1,47.3888888888889,1,6,58.03,0,2.78888888888888,0
"5237",27210,23,"Maine",2018,10,1106102,694573,62.8,671666,60.7,22907,3.3,1,"2302","D","R","R",0,"Golden, Jared","Challenger",49.59,0,47.3888888888889,1,0,45.2,0,2.78888888888888,0
"5238",27210,23,"Maine",2018,10,1106102,694573,62.8,671666,60.7,22907,3.3,1,"2302","D","D","R",0,"Golden, Jared","Challenger",50.62,1,47.3888888888889,1,0,49.59,0,2.78888888888888,0
"5239",27211,24,"Maryland",2018,10,4753332,3228414,67.9,3106182,65.3,122232,3.8,1,"2401","R","R","R",0,"Harris, Andy","Incumbent",61.16,1,40.3370786516854,1,6,70.07,0,-4.26292134831461,1
"5240",27211,24,"Maryland",2018,10,4753332,3228414,67.9,3106182,65.3,122232,3.8,1,"2402","R","D","R",0,"Matory, Liz","Challenger",31.75,0,40.3370786516854,1,0,34.8,0,-4.26292134831461,1
"5241",27211,24,"Maryland",2018,10,4753332,3228414,67.9,3106182,65.3,122232,3.8,1,"2403","R","D","R",0,"Anthony, Charles","Challenger",29.03,0,40.3370786516854,1,0,34.9,0,-4.26292134831461,1
"5242",27211,24,"Maryland",2018,10,4753332,3228414,67.9,3106182,65.3,122232,3.8,1,"2404","R","D","R",0,"McDermott, George E.","Challenger",20.28,0,40.3370786516854,1,0,22.43,0,-4.26292134831461,1
"5243",27211,24,"Maryland",2018,10,4753332,3228414,67.9,3106182,65.3,122232,3.8,1,"2407","R","D","R",0,"Davis, Richmond","Challenger",21.76,0,40.3370786516854,1,0,22.55,0,-4.26292134831461,1
"5244",27211,24,"Maryland",2018,10,4753332,3228414,67.9,3106182,65.3,122232,3.8,1,"2405","R","D","R",0,"Devine, William A. III","Challenger",27.81,0,40.3370786516854,1,0,30.36,0,-4.26292134831461,1
"5245",27211,24,"Maryland",2018,10,4753332,3228414,67.9,3106182,65.3,122232,3.8,1,"2406","R","D","R",0,"Hoeber, Amie","Challenger",39.18,0,40.3370786516854,1,0,41.74,0,-4.26292134831461,1
"5246",27211,24,"Maryland",2018,10,4753332,3228414,67.9,3106182,65.3,122232,3.8,1,"2408","R","D","R",0,"Walsh, John","Challenger",30.72,0,40.3370786516854,1,0,36.1,0,-4.26292134831461,1
"5247",27211,24,"Maryland",2018,10,4753332,3228414,67.9,3106182,65.3,122232,3.8,1,"2401","D","R","R",0,"Colvin, Jesse","Challenger",38.84,0,47.3888888888889,1,0,29.93,0,2.78888888888888,0
"5248",27211,24,"Maryland",2018,10,4753332,3228414,67.9,3106182,65.3,122232,3.8,1,"2402","D","D","R",0,"Ruppersberger, C. A. Dutch","Incumbent",68.25,1,47.3888888888889,1,7,65.2,0,2.78888888888888,0
"5249",27211,24,"Maryland",2018,10,4753332,3228414,67.9,3106182,65.3,122232,3.8,1,"2403","D","D","R",0,"Sarbanes, John P.","Incumbent",70.97,1,47.3888888888889,1,7,65.1,0,2.78888888888888,0
"5250",27211,24,"Maryland",2018,10,4753332,3228414,67.9,3106182,65.3,122232,3.8,1,"2404","D","D","R",0,"Brown, Anthony G.","Incumbent",79.72,1,47.3888888888889,1,2,77.57,0,2.78888888888888,0
"5251",27211,24,"Maryland",2018,10,4753332,3228414,67.9,3106182,65.3,122232,3.8,1,"2407","D","D","R",0,"Cummings, Elijah E.","Incumbent",78.24,1,47.3888888888889,1,7,77.45,0,2.78888888888888,0
"5252",27211,24,"Maryland",2018,10,4753332,3228414,67.9,3106182,65.3,122232,3.8,1,"2405","D","D","R",0,"Hoyer, Steny H.","Incumbent",72.19,1,47.3888888888889,1,7,69.64,0,2.78888888888888,0
"5253",27211,24,"Maryland",2018,10,4753332,3228414,67.9,3106182,65.3,122232,3.8,1,"2406","D","D","R",0,"Trone, David","Challenger",60.82,1,47.3888888888889,1,0,58.26,0,2.78888888888888,0
"5254",27211,24,"Maryland",2018,10,4753332,3228414,67.9,3106182,65.3,122232,3.8,1,"2408","D","D","R",0,"Raskin, Jamie","Incumbent",69.28,1,47.3888888888889,1,2,63.9,0,2.78888888888888,0
"5255",27212,25,"Massachusetts",2018,10,5621223,3807636,67.7,3685380,65.6,122256,3.2,1,"2502","R","D","R",0,"Lovvorn, Tracy Lyn","Challenger",32.8,0,40.3370786516854,1,0,42.63,0,-4.26292134831461,1
"5256",27212,25,"Massachusetts",2018,10,5621223,3807636,67.7,3685380,65.6,122256,3.2,1,"2503","R","D","R",0,"Green, Rick","Challenger",35.05,0,40.3370786516854,1,0,31.23,0,-4.26292134831461,1
"5257",27212,25,"Massachusetts",2018,10,5621223,3807636,67.7,3685380,65.6,122256,3.2,1,"2505","R","D","R",0,"Hugo, John","Challenger",24.06,0,40.3370786516854,1,0,24.36,0,-4.26292134831461,1
"5258",27212,25,"Massachusetts",2018,10,5621223,3807636,67.7,3685380,65.6,122256,3.2,1,"2506","R","D","R",0,"Schneider, Joseph S.","Challenger",32.5,0,40.3370786516854,1,0,42.8,0,-4.26292134831461,1
"5259",27212,25,"Massachusetts",2018,10,5621223,3807636,67.7,3685380,65.6,122256,3.2,1,"2509","R","D","R",0,"Tedeschi, Peter D.","Challenger",40.6,0,40.3370786516854,1,0,37.63,0,-4.26292134831461,1
"5260",27212,25,"Massachusetts",2018,10,5621223,3807636,67.7,3685380,65.6,122256,3.2,1,"2501","D","D","R",1,"Neal, Richard E.","Incumbent",100,1,47.3888888888889,1,7,100,1,2.78888888888888,0
"5261",27212,25,"Massachusetts",2018,10,5621223,3807636,67.7,3685380,65.6,122256,3.2,1,"2502","D","D","R",0,"McGovern, James","Incumbent",67.2,1,47.3888888888889,1,7,100,1,2.78888888888888,0
"5262",27212,25,"Massachusetts",2018,10,5621223,3807636,67.7,3685380,65.6,122256,3.2,1,"2503","D","D","R",0,"Trahan, Lori","Challenger",64.95,1,47.3888888888889,1,0,68.77,0,2.78888888888888,0
"5263",27212,25,"Massachusetts",2018,10,5621223,3807636,67.7,3685380,65.6,122256,3.2,1,"2504","D","D","R",1,"Kennedy, Joseph Patrick III","Incumbent",100,1,47.3888888888889,1,4,70.16,0,2.78888888888888,0
"5264",27212,25,"Massachusetts",2018,10,5621223,3807636,67.7,3685380,65.6,122256,3.2,1,"2505","D","D","R",0,"Clark, Katherine  M.","Incumbent",75.94,1,47.3888888888889,1,3,100,1,2.78888888888888,0
"5265",27212,25,"Massachusetts",2018,10,5621223,3807636,67.7,3685380,65.6,122256,3.2,1,"2506","D","D","R",0,"Moulton, Seth","Incumbent",67.5,1,47.3888888888889,1,3,100,1,2.78888888888888,0
"5266",27212,25,"Massachusetts",2018,10,5621223,3807636,67.7,3685380,65.6,122256,3.2,1,"2507","D","D","R",1,"Pressley, Ayanna","Challenger",100,1,47.3888888888889,1,0,100,1,2.78888888888888,0
"5267",27212,25,"Massachusetts",2018,10,5621223,3807636,67.7,3685380,65.6,122256,3.2,1,"2508","D","D","R",1,"Lynch, Stephen F.","Incumbent",100,1,47.3888888888889,1,7,72.51,0,2.78888888888888,0
"5268",27212,25,"Massachusetts",2018,10,5621223,3807636,67.7,3685380,65.6,122256,3.2,1,"2509","D","D","R",0,"Keating, William Richard","Incumbent",59.4,1,47.3888888888889,1,5,62.37,0,2.78888888888888,0
"5269",27213,26,"Michigan",2018,10,7983272,4917430,61.6,4722041,59.1,195389,4,1,"2601","R","R","R",0,"Bergman, Jack","Incumbent",56.32,1,40.3370786516854,1,2,57.81,0,-4.26292134831461,1
"5270",27213,26,"Michigan",2018,10,7983272,4917430,61.6,4722041,59.1,195389,4,1,"2602","R","R","R",0,"Huizenga, Bill","Incumbent",56.28,1,40.3370786516854,1,4,65.81,0,-4.26292134831461,1
"5271",27213,26,"Michigan",2018,10,7983272,4917430,61.6,4722041,59.1,195389,4,1,"2603","R","R","R",0,"Amash, Justin","Incumbent",55.76,1,40.3370786516854,1,4,61.32,0,-4.26292134831461,1
"5272",27213,26,"Michigan",2018,10,7983272,4917430,61.6,4722041,59.1,195389,4,1,"2604","R","R","R",0,"Moolenaar, John","Incumbent",62.62,1,40.3370786516854,1,3,65.77,0,-4.26292134831461,1
"5273",27213,26,"Michigan",2018,10,7983272,4917430,61.6,4722041,59.1,195389,4,1,"2605","R","D","R",0,"Wines, Travis","Challenger",37.63,0,40.3370786516854,1,0,36.47,0,-4.26292134831461,1
"5274",27213,26,"Michigan",2018,10,7983272,4917430,61.6,4722041,59.1,195389,4,1,"2606","R","R","R",0,"Upton, Fred","Incumbent",52.37,1,40.3370786516854,1,6,61.7,0,-4.26292134831461,1
"5275",27213,26,"Michigan",2018,10,7983272,4917430,61.6,4722041,59.1,195389,4,1,"2607","R","R","R",0,"Walberg, Timothy","Incumbent",53.8,1,40.3370786516854,1,6,57.9,0,-4.26292134831461,1
"5276",27213,26,"Michigan",2018,10,7983272,4917430,61.6,4722041,59.1,195389,4,1,"2608","R","D","R",0,"Bishop, Mike","Incumbent",48.03,0,40.3370786516854,1,3,58.85,0,-4.26292134831461,1
"5277",27213,26,"Michigan",2018,10,7983272,4917430,61.6,4722041,59.1,195389,4,1,"2609","R","D","R",0,"Stearns, Candius","Challenger",38.16,0,40.3370786516854,1,0,39.24,0,-4.26292134831461,1
"5278",27213,26,"Michigan",2018,10,7983272,4917430,61.6,4722041,59.1,195389,4,1,"2610","R","R","R",0,"Mitchell, Paul","Incumbent",63.28,1,40.3370786516854,1,2,66.14,0,-4.26292134831461,1
"5279",27213,26,"Michigan",2018,10,7983272,4917430,61.6,4722041,59.1,195389,4,1,"2611","R","D","R",0,"Epstein, Lena","Challenger",46.56,0,40.3370786516854,1,0,56.85,0,-4.26292134831461,1
"5280",27213,26,"Michigan",2018,10,7983272,4917430,61.6,4722041,59.1,195389,4,1,"2612","R","D","R",0,"Jones, Jeff","Challenger",29.79,0,40.3370786516854,1,0,31.26,0,-4.26292134831461,1
"5281",27213,26,"Michigan",2018,10,7983272,4917430,61.6,4722041,59.1,195389,4,1,"2614","R","D","R",0,"Herschfus, Marc S.","Challenger",17.64,0,40.3370786516854,1,0,19.22,0,-4.26292134831461,1
"5282",27213,26,"Michigan",2018,10,7983272,4917430,61.6,4722041,59.1,195389,4,1,"2601","D","R","R",0,"Morgan, Matthew","Challenger",43.68,0,47.3888888888889,1,0,42.19,0,2.78888888888888,0
"5283",27213,26,"Michigan",2018,10,7983272,4917430,61.6,4722041,59.1,195389,4,1,"2602","D","R","R",0,"Davidson, Rob","Challenger",43.72,0,47.3888888888889,1,0,34.19,0,2.78888888888888,0
"5284",27213,26,"Michigan",2018,10,7983272,4917430,61.6,4722041,59.1,195389,4,1,"2603","D","R","R",0,"Albro, Cathy","Challenger",44.24,0,47.3888888888889,1,0,38.68,0,2.78888888888888,0
"5285",27213,26,"Michigan",2018,10,7983272,4917430,61.6,4722041,59.1,195389,4,1,"2604","D","R","R",0,"Hilliard, Jerome","Challenger",37.38,0,47.3888888888889,1,0,34.23,0,2.78888888888888,0
"5286",27213,26,"Michigan",2018,10,7983272,4917430,61.6,4722041,59.1,195389,4,1,"2605","D","D","R",0,"Kildee, Daniel","Incumbent",62.37,1,47.3888888888889,1,4,63.53,0,2.78888888888888,0
"5287",27213,26,"Michigan",2018,10,7983272,4917430,61.6,4722041,59.1,195389,4,1,"2606","D","R","R",0,"Longjohn, Matt","Challenger",47.63,0,47.3888888888889,1,0,38.3,0,2.78888888888888,0
"5288",27213,26,"Michigan",2018,10,7983272,4917430,61.6,4722041,59.1,195389,4,1,"2607","D","R","R",0,"Driskell, Gretchen D.","Challenger",46.2,0,47.3888888888889,1,0,42.1,0,2.78888888888888,0
"5289",27213,26,"Michigan",2018,10,7983272,4917430,61.6,4722041,59.1,195389,4,1,"2608","D","D","R",0,"Slotkin, Elissa","Challenger",51.97,1,47.3888888888889,1,0,41.15,0,2.78888888888888,0
"5290",27213,26,"Michigan",2018,10,7983272,4917430,61.6,4722041,59.1,195389,4,1,"2609","D","D","R",0,"Levin, Andy","Challenger",61.84,1,47.3888888888889,1,0,60.76,0,2.78888888888888,0
"5291",27213,26,"Michigan",2018,10,7983272,4917430,61.6,4722041,59.1,195389,4,1,"2610","D","R","R",0,"Bizon, Kimberly","Challenger",36.72,0,47.3888888888889,1,0,33.86,0,2.78888888888888,0
"5292",27213,26,"Michigan",2018,10,7983272,4917430,61.6,4722041,59.1,195389,4,1,"2611","D","D","R",0,"Stevens, Haley","Challenger",53.44,1,47.3888888888889,1,0,43.15,0,2.78888888888888,0
"5293",27213,26,"Michigan",2018,10,7983272,4917430,61.6,4722041,59.1,195389,4,1,"2612","D","D","R",0,"Dingell, Debbie","Incumbent",70.21,1,47.3888888888889,1,3,68.74,0,2.78888888888888,0
"5294",27213,26,"Michigan",2018,10,7983272,4917430,61.6,4722041,59.1,195389,4,1,"2613","D","D","R",1,"Tlaib, Rashida","Challenger",100,1,47.3888888888889,1,0,83.06,0,2.78888888888888,0
"5295",27213,26,"Michigan",2018,10,7983272,4917430,61.6,4722041,59.1,195389,4,1,"2614","D","D","R",0,"Lawrence, Brenda","Incumbent",82.36,1,47.3888888888889,1,3,80.78,0,2.78888888888888,0
"5296",27214,27,"Minnesota",2018,10,4401319,3079042,70,2988502,67.9,90540,2.9,1,"2701","R","R","R",0,"Hagedorn, James","Challenger",50.23,1,40.3370786516854,1,0,49.62,0,-4.26292134831461,1
"5297",27214,27,"Minnesota",2018,10,4401319,3079042,70,2988502,67.9,90540,2.9,1,"2702","R","D","R",0,"Lewis, Jason","Incumbent",47.24,0,40.3370786516854,1,2,50.97,0,-4.26292134831461,1
"5298",27214,27,"Minnesota",2018,10,4401319,3079042,70,2988502,67.9,90540,2.9,1,"2703","R","D","R",0,"Paulsen, Erik","Incumbent",44.28,0,40.3370786516854,1,6,56.86,0,-4.26292134831461,1
